"F  4  1352A" 1352.0
"Fe21  1354A" 1354.0
"O  4  1355A" 1355.0
"Mn18  1355A" 1355.0
"S  1  1356A" 1356.0
"O  1  1357A" 1357.0
"Na 6  1357A" 1357.0
"Cu 2  1359A" 1359.0
"F  4  1359A" 1359.0
"Mn10  1360A" 1360.0
"Ca 2  1360A" 1360.0
"Ca18  1362A" 1362.0
"Na 5  1365A" 1365.0
"Ni12  1366A" 1366.0
"B  1  1368A" 1368.0
"Cu 2  1368A" 1368.0
"O  5  1371A" 1371.0
"Fe13  1371A" 1371.0
"Ni12  1371A" 1371.0
"Ni 2  1376A" 1376.0
"Ca15  1376A" 1376.0
"P  1  1376A" 1376.0
"Fe13  1378A" 1378.0
"Cl 4  1378A" 1378.0
"P  1  1380A" 1380.0
"C  3  1382A" 1382.0
"Fe 6  1388A" 1388.0
"S  1  1392A" 1392.0
"Ar11  1392A" 1392.0
"Fe12  1394A" 1394.0
"Si 4  1394A" 1394.0
"Fe 6  1395A" 1395.0
"F  8  1395A" 1395.0
"TOTL  1397A" 1397.0
"O  4  1397A" 1397.0
"S  4  1398A" 1398.0
"Fe 6  1398A" 1398.0
"Ni 2  1400A" 1400.0
"O  4  1400A" 1400.0
"Cl12  1401A" 1401.0
"O  4  1401A" 1401.0
"TOTL  1402A" 1402.0
"Fe11  1403A" 1403.0
"Si 4  1403A" 1403.0
"Zn 1  1404A" 1404.0
"S  4  1405A" 1405.0
"Fe 6  1405A" 1405.0
"O  4  1405A" 1405.0
"S  4  1406A" 1406.0
"TOTL  1406A" 1406.0
"O  4  1407A" 1407.0
"F  8  1409A" 1409.0
"Ar16  1409A" 1409.0
"TOTL  1409A" 1409.0
"Fe11  1409A" 1409.0
"Fe 6  1411A" 1411.0
"Cr16  1411A" 1411.0
"F  8  1414A" 1414.0
"F  8  1417A" 1417.0
"S  4  1417A" 1417.0
"Fe 6  1418A" 1418.0
"S  1  1418A" 1418.0
"Cl10  1422A" 1422.0
"S  4  1424A" 1424.0
"Ni11  1424A" 1424.0
"Fe11  1429A" 1429.0
"Al 1  1430A" 1430.0
"Ca14  1432A" 1432.0
"Fe 6  1435A" 1435.0
"Ti15  1440A" 1440.0
"Si 8  1446A" 1446.0
"Zn 1  1458A" 1458.0
"Zn23  1459A" 1459.0
"Fe10  1463A" 1463.0
"Cl12  1464A" 1464.0
"Fe11  1467A" 1467.0
"P  4  1467A" 1467.0
"Co 2  1470A" 1470.0
"Cu 2  1472A" 1472.0
"Fe20  1472A" 1472.0
"Ni 2  1473A" 1473.0
"C  5  1475A" 1475.0
"P  4  1476A" 1476.0
"K 14  1477A" 1477.0
"C  3  1478A" 1478.0
"C  3  1480A" 1480.0
"K 13  1481A" 1481.0
"N  4  1485A" 1485.0
"Ni 2  1485A" 1485.0
"N  4  1486A" 1486.0
"TOTL  1486A" 1486.0
"S 11  1489A" 1489.0
"Fe 7  1491A" 1491.0
"C  3  1491A" 1491.0
"Ni26  1493A" 1493.0
"N  2  1494A" 1494.0
"Cr 9  1496A" 1496.0
"N  3  1498A" 1498.0
"Fe 2  1500A" 1500.0
"Fe12  1504A" 1504.0
"Ca14  1504A" 1504.0
"Mn18  1504A" 1504.0
"Fe14  1505A" 1505.0
"S 14  1505A" 1505.0
"Zn24  1507A" 1507.0
"Ni11  1511A" 1511.0
"O  4  1516A" 1516.0
"C  3  1516A" 1516.0
"S 11  1520A" 1520.0
"O  5  1524A" 1524.0
"Fe10  1531A" 1531.0
"Si 2  1531A" 1531.0
"C  5  1536A" 1536.0
"P  2  1539A" 1539.0
"B  1  1540A" 1540.0
"Cl10  1541A" 1541.0
"Si 1  1542A" 1542.0
"B  1  1543A" 1543.0
"B  1  1546A" 1546.0
"Si 1  1547A" 1547.0
"C  4  1548A" 1548.0
"B  1  1549A" 1549.0
"Si 1  1549A" 1549.0
"C4 r  1549A" 1549.0
"TOTL  1549A" 1549.0
"C  3  1549A" 1549.0
"DEST  1549A" 1549.0
"C  4  1551A" 1551.0
"S  9  1553A" 1553.0
"Si 1  1555A" 1555.0
"B  1  1555A" 1555.0
"B  1  1556A" 1556.0
"Si 1  1556A" 1556.0
"C  5  1557A" 1557.0
"Si 1  1557A" 1557.0
"Fe11  1559A" 1559.0
"C  1  1561A" 1561.0
"Fe24  1563A" 1563.0
"Cr21  1565A" 1565.0
"B  1  1567A" 1567.0
"B  1  1568A" 1568.0
"Si 1  1568A" 1568.0
"Ca13  1569A" 1569.0
"Si 1  1570A" 1570.0
"Mn10  1574A" 1574.0
"Ne 5  1575A" 1575.0
"Co 2  1576A" 1576.0
"C  3  1577A" 1577.0
"Fe10  1582A" 1582.0
"Fe14  1582A" 1582.0
"Ar13  1583A" 1583.0
"Fe11  1583A" 1583.0
"Fe10  1584A" 1584.0
"Fe20  1586A" 1586.0
"Si 1  1586A" 1586.0
"Si 1  1587A" 1587.0
"B  1  1587A" 1587.0
"B  1  1588A" 1588.0
"Ar16  1588A" 1588.0
"Zn 1  1590A" 1590.0
"Si 1  1591A" 1591.0
"Ni15  1591A" 1591.0
"Ar10  1596A" 1596.0
"Ar15  1597A" 1597.0
"Ne 4  1602A" 1602.0
"Fe10  1603A" 1603.0
"K 13  1604A" 1604.0
"Sc 3  1605A" 1605.0
"Fe11  1606A" 1606.0
"Ni11  1606A" 1606.0
"C  5  1610A" 1610.0
"Ar15  1612A" 1612.0
"Fe10  1612A" 1612.0
"Fe11  1614A" 1614.0
"S 11  1614A" 1614.0
"S 14  1615A" 1615.0
"C  5  1616A" 1616.0
"Si 1  1616A" 1616.0
"Si 1  1619A" 1619.0
"Fe 8  1619A" 1619.0
"N  5  1620A" 1620.0
"C  3  1620A" 1620.0
"C  5  1620A" 1620.0
"B  1  1621A" 1621.0
"Ca18  1621A" 1621.0
"C  5  1622A" 1622.0
"S 11  1623A" 1623.0
"B  1  1623A" 1623.0
"O  7  1624A" 1624.0
"Si 1  1626A" 1626.0
"O  5  1629A" 1629.0
"Fe18  1629A" 1629.0
"TOTL  1634A" 1634.0
"O  7  1634A" 1634.0
"C  3  1634A" 1634.0
"Fe12  1635A" 1635.0
"O  7  1638A" 1638.0
"Fe10  1638A" 1638.0
"Fe11  1640A" 1640.0
"He II 1640A" 1640.0
"O  7  1640A" 1640.0
"Ar10  1640A" 1640.0
"C  5  1641A" 1641.0
"Mg 1  1644A" 1644.0
"O  5  1644A" 1644.0
"K 12  1649A" 1649.0
"Mg 1  1651A" 1651.0
"C  5  1651A" 1651.0
"Ar10  1651A" 1651.0
"Cr17  1656A" 1656.0
"C  1  1656A" 1656.0
"Zn25  1659A" 1659.0
"P 10  1659A" 1659.0
"Mg 1  1661A" 1661.0
"O III] 1661A" 1661.0
"O  5  1661A" 1661.0
"S  1  1662A" 1662.0
"K 13  1664A" 1664.0
"O III]-blnd 1665A" 1665.0
"O III] 1666A" 1666.0
"Ca 7  1667A" 1667.0
"Be 1  1667A" 1667.0
"Si 1  1668A" 1668.0
"Ca 2  1669A" 1669.0
"Al 2  1671A" 1671.0
"Ca 7  1671A" 1671.0
"Mn20  1674A" 1674.0
"P 10  1676A" 1676.0
"Mg 1  1676A" 1676.0
"P  1  1677A" 1677.0
"Si 1  1682A" 1682.0
"B  1  1686A" 1686.0
"Ca13  1686A" 1686.0
"C  5  1687A" 1687.0
"Ni12  1687A" 1687.0
"Ar12  1688A" 1688.0
"B  1  1690A" 1690.0
"Fe14  1693A" 1693.0
"Si 1  1694A" 1694.0
"Cr 9  1694A" 1694.0
"Fe 8  1694A" 1694.0
"Cl12  1698A" 1698.0
"Ca14  1699A" 1699.0
"Mg 1  1699A" 1699.0
"N  4  1700A" 1700.0
"C  3  1702A" 1702.0
"Fe 8  1708A" 1708.0
"P  8  1708A" 1708.0
"O  5  1708A" 1708.0
"S  9  1715A" 1715.0
"Ni11  1717A" 1717.0
"N  4  1719A" 1719.0
"S  3  1720A" 1720.0
"V 15  1721A" 1721.0
"Cr17  1723A" 1723.0
"Ni11  1728A" 1728.0
"Mg 1  1739A" 1739.0
"Fe 9  1739A" 1739.0
"N  2  1742A" 1742.0
"Ar11  1743A" 1743.0
"Ni 2  1744A" 1744.0
"P  3  1746A" 1746.0
"N  3  1747A" 1747.0
"N  3  1749A" 1749.0
"TOTL  1750A" 1750.0
"N  3  1751A" 1751.0
"Ni 2  1752A" 1752.0
"N  3  1752A" 1752.0
"N  3  1754A" 1754.0
"Fe14  1759A" 1759.0
"Fe 9  1759A" 1759.0
"C  2  1761A" 1761.0
"Fe 8  1765A" 1765.0
"Si 1  1768A" 1768.0
"Al 1  1776A" 1776.0
"C  3  1778A" 1778.0
"Ti18  1778A" 1778.0
"P  1  1780A" 1780.0
"Ar10  1781A" 1781.0
"Fe 2  1786A" 1786.0
"O  4  1786A" 1786.0
"P 10  1786A" 1786.0
"S 13  1787A" 1787.0
"Ar12  1789A" 1789.0
"Ti17  1794A" 1794.0
"Fe22  1797A" 1797.0
"C  3  1797A" 1797.0
"Fe24  1805A" 1805.0
"Mg 6  1806A" 1806.0
"Si 2  1814A" 1814.0
"[Ne III] 1815A" 1815.0
"Si 9  1815A" 1815.0
"Mg 1  1817A" 1817.0
"K 13  1821A" 1821.0
"S 11  1826A" 1826.0
"C  3  1828A" 1828.0
"Cr 2  1829A" 1829.0
"Si 1  1834A" 1834.0
"Ni11  1835A" 1835.0
"Ar12  1840A" 1840.0
"Fe 9  1842A" 1842.0
"O  5  1845A" 1845.0
"B  1  1846A" 1846.0
"Fe12  1847A" 1847.0
"Fe10  1850A" 1850.0
"Fe 1  1851A" 1851.0
"Cl10  1851A" 1851.0
"B  1  1851A" 1851.0
"Si 1  1853A" 1853.0
"Ca 8  1853A" 1853.0
"[Al III] 1855A" 1855.0
"Ni12  1855A" 1855.0
"N  3  1857A" 1857.0
"[Al III]-blnd 1860A" 1860.0
"Ca 8  1861A" 1861.0
"[Al III] 1863A" 1863.0
"Ni14  1867A" 1867.0
"Ar11  1868A" 1868.0
"Ca 8  1869A" 1869.0
"F  4  1876A" 1876.0
"Fe 6  1876A" 1876.0
"Ca 8  1877A" 1877.0
"Si 3  1879A" 1879.0
"Fe 6  1883A" 1883.0
"Si 3  1883A" 1883.0
"Fe22  1885A" 1885.0
"N  3  1885A" 1885.0
"Fe 6  1888A" 1888.0
"TOTL  1888A" 1888.0
"F  4  1889A" 1889.0
"Si 3  1892A" 1892.0
"Fe 6  1895A" 1895.0
"Fe10  1896A" 1896.0
"N  6  1897A" 1897.0
"Ti 2  1904A" 1904.0
"TOTL  1904A" 1904.0
"N  6  1904A" 1904.0
"[C III] 1907A" 1907.0
"Ti 2  1907A" 1907.0
"N  6  1907A" 1907.0
"Fe 6  1907A" 1907.0
"N  6  1908A" 1908.0
"[C III]-blnd 1909A" 1909.0
"13C3  1910A" 1910.0
"C III] 1910A" 1910.0
"Cl11  1913A" 1913.0
"P  8  1914A" 1914.0
"Fe 9  1917A" 1917.0
"Ni23  1918A" 1918.0
"Fe10  1918A" 1918.0
"Fe 6  1920A" 1920.0
"C  3  1923A" 1923.0
"O  3  1924A" 1924.0
"Ni22  1928A" 1928.0
"Mn 8  1930A" 1930.0
"O  4  1936A" 1936.0
"Cr 1  1941A" 1941.0
"Fe 6  1944A" 1944.0
"O  3  1947A" 1947.0
"S 13  1948A" 1948.0
"Co 2  1950A" 1950.0
"Fe 6  1957A" 1957.0
"Ar12  1960A" 1960.0
"Mn 8  1961A" 1961.0
"Fe 9  1962A" 1962.0
"Ni14  1965A" 1965.0
"Ni13  1968A" 1968.0
"Fe10  1968A" 1968.0
"P 10  1974A" 1974.0
"Fe 6  1984A" 1984.0
"Si 9  1985A" 1985.0
"S  9  1988A" 1988.0
"Cl11  1991A" 1991.0
"Fe12  1993A" 1993.0
"S 13  1993A" 1993.0
"Si 1  2000A" 2000.0
"Ni11  2000A" 2000.0
"Mn 1  2001A" 2001.0
"Fe24  2003A" 2003.0
"Ni11  2004A" 2004.0
"Mn19  2015A" 2015.0
"Fe 7  2015A" 2015.0
"C  3  2017A" 2017.0
"Co 2  2019A" 2019.0
"Cu 1  2025A" 2025.0
"Mg 1  2026A" 2026.0
"Cl11  2031A" 2031.0
"Zn 2  2038A" 2038.0
"Fe 9  2042A" 2042.0
"Mn 8  2043A" 2043.0
"Ca 7  2045A" 2045.0
"Ni15  2046A" 2046.0
"Cr 2  2060A" 2060.0
"Co 2  2062A" 2062.0
"Fe 9  2064A" 2064.0
"N  3  2064A" 2064.0
"Na 5  2067A" 2067.0
"B  3  2069A" 2069.0
"O  6  2070A" 2070.0
"Fe13  2080A" 2080.0
"N  4  2080A" 2080.0
"O  6  2082A" 2082.0
"Fe 1  2084A" 2084.0
"Ni15  2085A" 2085.0
"B  1  2087A" 2087.0
"Co22  2088A" 2088.0
"Cr19  2091A" 2091.0
"O  3  2092A" 2092.0
"Cr 1  2096A" 2096.0
"S  9  2098A" 2098.0
"Sc 6  2100A" 2100.0
"Mn 8  2103A" 2103.0
"Fe23  2105A" 2105.0
"Ca 7  2111A" 2111.0
"C  3  2114A" 2114.0
"Fe 9  2114A" 2114.0
"Ti14  2117A" 2117.0
"Cl11  2119A" 2119.0
"Al 6  2125A" 2125.0
"Ni13  2126A" 2126.0
"Zn 1  2139A" 2139.0
"V  2  2140A" 2140.0
"N II] 2141A" 2141.0
"Fe 7  2143A" 2143.0
"Fe 6  2145A" 2145.0
"S  8  2146A" 2146.0
"Si 7  2148A" 2148.0
"Ni11  2149A" 2149.0
"P  8  2149A" 2149.0
"Al 1  2152A" 2152.0
"Cr 7  2152A" 2152.0
"Al 1  2154A" 2154.0
"S 10  2156A" 2156.0
"Fe11  2156A" 2156.0
"N  4  2160A" 2160.0
"C  3  2163A" 2163.0
"Fe 6  2163A" 2163.0
"Ca 1  2164A" 2164.0
"Cu 1  2166A" 2166.0
"Al 1  2167A" 2167.0
"Fe 6  2169A" 2169.0
"Fe12  2169A" 2169.0
"Al 1  2170A" 2170.0
"P  2  2175A" 2175.0
"Ni11  2176A" 2176.0
"Ca 1  2178A" 2178.0
"Fe10  2180A" 2180.0
"Fe 6  2181A" 2181.0
"Cu 1  2181A" 2181.0
"Fe 1  2181A" 2181.0
"Fe 7  2183A" 2183.0
"Ni14  2185A" 2185.0
"Fe 6  2187A" 2187.0
"N  3  2188A" 2188.0
"Ni11  2188A" 2188.0
"Al 1  2190A" 2190.0
"N  4  2190A" 2190.0
"Al 1  2194A" 2194.0
"Fe 6  2195A" 2195.0
"Ca 1  2197A" 2197.0
"Fe 6  2197A" 2197.0
"N  3  2198A" 2198.0
"C  3  2200A" 2200.0
"Fe 6  2201A" 2201.0
"Fe 6  2211A" 2211.0
"S 10  2211A" 2211.0
"Fe10  2214A" 2214.0
"Si 1  2215A" 2215.0
"Mn 1  2217A" 2217.0
"Fe 6  2220A" 2220.0
"Ca 1  2224A" 2224.0
"Al 1  2225A" 2225.0
"Ca 7  2226A" 2226.0
"Al 1  2231A" 2231.0
"N  2  2232A" 2232.0
"N  4  2235A" 2235.0
"Mn 8  2239A" 2239.0
"S  8  2240A" 2240.0
"Fe 6  2241A" 2241.0
"Co21  2243A" 2243.0
"F  2  2243A" 2243.0
"S 10  2245A" 2245.0
"F  2  2250A" 2250.0
"He 2  2253A" 2253.0
"Mg 7  2261A" 2261.0
"Fe 6  2261A" 2261.0
"Ca 1  2265A" 2265.0
"Mn 8  2267A" 2267.0
"Sc 1  2270A" 2270.0
"C  5  2271A" 2271.0
"C  5  2275A" 2275.0
"TOTL  2275A" 2275.0
"C  5  2277A" 2277.0
"C  5  2278A" 2278.0
"Cr 7  2280A" 2280.0
"Ca 5  2280A" 2280.0
"Fe11  2283A" 2283.0
"Al 1  2285A" 2285.0
"Mn 8  2290A" 2290.0
"Al 1  2291A" 2291.0
"Fe 6  2295A" 2295.0
"C  3  2296A" 2296.0
"C  3  2297A" 2297.0
"Fe21  2297A" 2297.0
"Fe 1  2299A" 2299.0
"Fe 2  2300A" 2300.0
"Fe13  2301A" 2301.0
"Fe 6  2302A" 2302.0
"S 10  2305A" 2305.0
"He 2  2306A" 2306.0
"Fe 6  2313A" 2313.0
"Fe10  2313A" 2313.0
"N  4  2318A" 2318.0
"Sc 1  2319A" 2319.0
"Fe 9  2320A" 2320.0
"Cr 7  2320A" 2320.0
"Fe11  2320A" 2320.0
"Ni14  2321A" 2321.0
"Fe 6  2321A" 2321.0
"[O III] 2321A" 2321.0
"Cr 7  2322A" 2322.0
"C II] 2324A" 2324.0
"C II] 2325A" 2325.0
"Fe 6  2326A" 2326.0
"C II]-blnd 2326A" 2326.0
"C II] 2327A" 2327.0
"C II] 2328A" 2328.0
"C II] 2329A" 2329.0
"Si 2  2329A" 2329.0
"Be 1  2332A" 2332.0
"Ca 1  2333A" 2333.0
"Si 2  2334A" 2334.0
"TOTL  2335A" 2335.0
"Si 2  2336A" 2336.0
"Sc 1  2342A" 2342.0
"Si 2  2344A" 2344.0
"Ti19  2345A" 2345.0
"Fe11  2348A" 2348.0
"Si 2  2350A" 2350.0
"Fe13  2356A" 2356.0
"Fe 1  2361A" 2361.0
"Ti15  2363A" 2363.0
"O  4  2364A" 2364.0
"Fe11  2366A" 2366.0
"Cr 1  2366A" 2366.0
"Li 1  2367A" 2367.0
"K  6  2368A" 2368.0
"Li 1  2382A" 2382.0
"Fe 9  2383A" 2383.0
"Fe24  2386A" 2386.0
"He 2  2386A" 2386.0
"Al 1  2398A" 2398.0
"Fe 2  2400A" 2400.0
"Ni11  2400A" 2400.0
"Ni12  2400A" 2400.0
"Al 1  2401A" 2401.0
"Ca 7  2402A" 2402.0
"Li 1  2403A" 2403.0
"Fe12  2406A" 2406.0
"Ca 5  2413A" 2413.0
"Ar16  2415A" 2415.0
"Ni12  2415A" 2415.0
"Mg 5  2417A" 2417.0
"N  4  2419A" 2419.0
"Fe11  2421A" 2421.0
"Ne 4  2424A" 2424.0
"P  9  2424A" 2424.0
"Al 6  2428A" 2428.0
"N  4  2431A" 2431.0
"Li 1  2434A" 2434.0
"Sc 1  2436A" 2436.0
"C  3  2440A" 2440.0
"Ca18  2447A" 2447.0
"O  7  2449A" 2449.0
"O  4  2450A" 2450.0
"N  4  2457A" 2457.0
"P  9  2459A" 2459.0
"Cr 7  2470A" 2470.0
"Ca 1  2471A" 2471.0
"[O II] 2471A" 2471.0
"Sc 1  2471A" 2471.0
"K  6  2473A" 2473.0
"Ni12  2484A" 2484.0
"Li 1  2484A" 2484.0
"Fe 1  2485A" 2485.0
"O  4  2486A" 2486.0
"P  9  2486A" 2486.0
"K  5  2494A" 2494.0
"Fe 9  2498A" 2498.0
"Fe 2  2500A" 2500.0
"Ni12  2501A" 2501.0
"Ni25  2501A" 2501.0
"Cr 7  2505A" 2505.0
"Mn 8  2510A" 2510.0
"O  4  2511A" 2511.0
"He 2  2511A" 2511.0
"C  3  2512A" 2512.0
"K  5  2514A" 2514.0
"Mn10  2517A" 2517.0
"Si 1  2518A" 2518.0
"P  9  2523A" 2523.0
"Fe 1  2527A" 2527.0
"C  4  2529A" 2529.0
"Mn 8  2539A" 2539.0
"Ni14  2539A" 2539.0
"Na 1  2543A" 2543.0
"Ti15  2545A" 2545.0
"Fe 8  2546A" 2546.0
"B  1  2548A" 2548.0
"N  4  2551A" 2551.0
"Ni11  2554A" 2554.0
"Sc 2  2556A" 2556.0
"Mn20  2558A" 2558.0
"Na 1  2566A" 2566.0
"Fe12  2566A" 2566.0
"Fe 4  2567A" 2567.0
"Na 6  2569A" 2569.0
"Mg 7  2569A" 2569.0
"Li 1  2571A" 2571.0
"N  4  2575A" 2575.0
"Fe13  2579A" 2579.0
"Ni12  2580A" 2580.0
"Ca17  2588A" 2588.0
"Mn 2  2590A" 2590.0
"Na 1  2598A" 2598.0
"Al 6  2601A" 2601.0
"N  4  2603A" 2603.0
"Cr18  2606A" 2606.0
"Ti 1  2607A" 2607.0
"Al 1  2612A" 2612.0
"O  4  2620A" 2620.0
"N  4  2630A" 2630.0
"Sc13  2638A" 2638.0
"O  4  2638A" 2638.0
"Fe 8  2645A" 2645.0
"N  4  2646A" 2646.0
"Fe11  2648A" 2648.0
"Fe11  2649A" 2649.0
"Na 1  2650A" 2650.0
"Ni11  2660A" 2660.0
"[Al II] 2660A" 2660.0
"N  4  2664A" 2664.0
"Fe20  2665A" 2665.0
"[Al II]-blnd 2665A" 2665.0
"[Al II] 2670A" 2670.0
"Fe11  2676A" 2676.0
"V  2  2685A" 2685.0
"Al 1  2686A" 2686.0
"Ar 5  2691A" 2691.0
"O  5  2696A" 2696.0
"Fe11  2703A" 2703.0
"Sc 1  2703A" 2703.0
"Sc 1  2710A" 2710.0
"V  2  2712A" 2712.0
"Fe 9  2716A" 2716.0
"C  3  2726A" 2726.0
"Cr 7  2731A" 2731.0
"Ca16  2731A" 2731.0
"Fe 1  2731A" 2731.0
"Sc 1  2732A" 2732.0
"He 2  2733A" 2733.0
"Cr 9  2734A" 2734.0
"Cr 7  2736A" 2736.0
"Fe 9  2738A" 2738.0
"Na 1  2740A" 2740.0
"Fe11  2748A" 2748.0
"Li 1  2751A" 2751.0
"O  4  2772A" 2772.0
"Ca15  2783A" 2783.0
"O  5  2784A" 2784.0
"Fe12  2794A" 2794.0
"Mg II 2796A" 2796.0
"Mn 1  2798A" 2798.0
"Mg II-blnd 2798A" 2798.0
"Mn 8  2801A" 2801.0
"Mg II 2803A" 2803.0
"Fe 8  2805A" 2805.0
"Ca 1  2817A" 2817.0
"Ni15  2818A" 2818.0
"Ni21  2819A" 2819.0
"He 1  2824A" 2824.0
"Fe 4  2829A" 2829.0
"He 1  2829A" 2829.0
"Fe 4  2836A" 2836.0
"C  2  2837A" 2837.0
"Fe10  2838A" 2838.0
"Ni11  2848A" 2848.0
"Mg 1  2853A" 2853.0
"Ar 4  2854A" 2854.0
"Mg 5  2855A" 2855.0
"TOTL  2860A" 2860.0
"Fe10  2865A" 2865.0
"Ar 4  2868A" 2868.0
"Na 6  2872A" 2872.0
"Fe11  2874A" 2874.0
"Cr19  2885A" 2885.0
"N  6  2896A" 2896.0
"Ni12  2899A" 2899.0
"Fe12  2904A" 2904.0
"O  4  2907A" 2907.0
"Na 1  2918A" 2918.0
"Ni11  2921A" 2921.0
"Ni12  2922A" 2922.0
"K  1  2928A" 2928.0
"Fe10  2934A" 2934.0
"He 1  2935A" 2935.0
"O  5  2942A" 2942.0
"K  1  2943A" 2943.0
"He 1  2945A" 2945.0
"Ti 1  2951A" 2951.0
"Mn10  2956A" 2956.0
"K  1  2963A" 2963.0
"Fe 1  2966A" 2966.0
"Na 6  2972A" 2972.0
"O  5  2975A" 2975.0
"Ne 5  2976A" 2976.0
"Sc 1  2979A" 2979.0
"N  5  2981A" 2981.0
"Fe10  2990A" 2990.0
"K  1  2992A" 2992.0
"O  5  2993A" 2993.0
"Ar16  2993A" 2993.0
"Ni11  3001A" 3001.0
"Fe 9  3002A" 3002.0
"O  4  3003A" 3003.0
"O  5  3004A" 3004.0
"N  4  3004A" 3004.0
"O  5  3005A" 3005.0
"Ar 3  3005A" 3005.0
"O  2  3009A" 3009.0
"Fe11  3012A" 3012.0
"O  5  3017A" 3017.0
"O  2  3018A" 3018.0
"Sc 1  3019A" 3019.0
"Fe10  3020A" 3020.0
"Fe 1  3021A" 3021.0
"O  4  3024A" 3024.0
"O  5  3024A" 3024.0
"O  4  3028A" 3028.0
"O  5  3031A" 3031.0
"K  1  3035A" 3035.0
"Ni 1  3037A" 3037.0
"O  4  3038A" 3038.0
"O  3  3042A" 3042.0
"Fe10  3051A" 3051.0
"Mn 8  3066A" 3066.0
"O  4  3066A" 3066.0
"Fe12  3071A" 3071.0
"O  2  3078A" 3078.0
"N  4  3078A" 3078.0
"O  5  3078A" 3078.0
"O  5  3084A" 3084.0
"Al 1  3090A" 3090.0
"Fe 4  3096A" 3096.0
"K  1  3102A" 3102.0
"Ni 1  3106A" 3106.0
"[Ar III] 3109A" 3109.0
"Cl 4  3119A" 3119.0
"Fe 9  3123A" 3123.0
"Fe10  3129A" 3129.0
"O  5  3130A" 3130.0
"Be 2  3137A" 3137.0
"Cr 7  3155A" 3155.0
"O  5  3164A" 3164.0
"He 1  3165A" 3165.0
"C  2  3166A" 3166.0
"Ni12  3167A" 3167.0
"Ni14  3167A" 3167.0
"O  3  3176A" 3176.0
"V  1  3187A" 3187.0
"He 1  3188A" 3188.0
"O  3  3192A" 3192.0
"N  4  3201A" 3201.0
"He 2  3203A" 3203.0
"Ni11  3215A" 3215.0
"K  1  3218A" 3218.0
"Fe23  3222A" 3222.0
"Fe 9  3231A" 3231.0
"O  5  3237A" 3237.0
"Ti 2  3238A" 3238.0
"Mn19  3240A" 3240.0
"Li 1  3245A" 3245.0
"Fe12  3255A" 3255.0
"Cu 1  3257A" 3257.0
"O  3  3265A" 3265.0
"Sc 1  3272A" 3272.0
"Fe 8  3297A" 3297.0
"Cr 9  3301A" 3301.0
"Ni 1  3312A" 3312.0
"O  3  3327A" 3327.0
"Ca12  3328A" 3328.0
"Ni11  3339A" 3339.0
"[Ne III] 3343A" 3343.0
"Cl 3  3344A" 3344.0
